작성일,제목,조회수
2024-12-02,2024년 교내 건물 소방작동기능점검 실시 안내,4929
2024-11-29,2024년 학부 동계계절학기 등록금 납부 안내,5846
2024-11-29,2024학년도 2학기 학점포기 신청 안내,12167
2024-11-29,[대학혁신] 「2024 교양교과목 아이디어 공모제」 안내(기간연장),5423
2024-11-29,[대학혁신] 「 2024 ‘내 인생을 바꾼 교양 교과목’ 수기 공모제 」 안내(기간연장),5332
2024-11-29,2025년 1학기 대학 『실용금융』 강좌신청 안내,5195
2024-11-29,2024학년도 동계계절학기 폐강 교과목 안내,4749
2024-11-29,취업 후 상환 학자금 대출 잔액 보유자 해외이주 유학신고 의무 안내,5208
2024-11-29,학칙 시행세칙 일부개정 공포,4938
2024-11-28,서경대학교 관리원(환경미화) 채용 공고,45495
2024-11-28,2025년 1학기 삼아 장학 프로그램 신청자 안내(삼아사운드),4762
2024-11-28,직전학기 학사경고자 수강신청학점 제한안내,454698
2024-11-27,2024학년도 교수ㆍ학습지원 프로그램 수요도 및 만족도 조사 안내,5442
2024-11-27,[긴급]2024학년도 동계방학 취업연계중점대학  근로학생 모집 안내,31836
2024-11-26,학점포기제도 시행 안내,29103
2024-11-26,2024학년도 2학기 서경엘리트(국가고시)장학금 신청,5189
2024-11-26,[대학혁신] 2024학년도 6차 S-Teaching Academy 안내,5051
2024-11-26,[ 입 찰 공 고 ] 2024년 서경대학교 건물화재보험 외 보험 가입 사업자 선정,3243
2024-11-26,청년공간 동선이음 12월 프로그램 홍보안내,4734
2024-11-26,각 군 현역병 모집일정('24년 12월),4021
2024-11-25,[대학혁신]2024학년도 서경대학교 프레젠테이션 뽐내기 공모전,5131
2024-11-25,[ 입 찰 공 고 ] 서경대학교 본관 교수연구실 기자재(책상 외) 구입,3118
2024-11-22,2024학년도 전기(2025년 2월) 조기졸업 신청 안내,4951
2024-11-21,[学术情报馆] 外国人留学生 学习支持项目 (학술정보관 외국인 유학생 학습지원프로그램),5415
2024-11-21,청년 DB 홍보 및 청년 참여 안내,5045
2024-11-21,2024년도 하반기 강화군 대학생 등록금 지원사업 홍보 요청,4871
2024-11-21,2024년도 2학기 고졸 후 학습자 장학사업(희망사다리 II유형)신규장학생 2차 모집 신청기간 안내,4507
2024-11-20,2025년 1학기 1차 국가근로장학금 학생 신청기간 안내,5399
2024-11-20,2024년도 통영시 저소득 대학생 장학금 신청기간 연장 공고,4234
2024-11-20,2024년 인문100년 및 예술체육비전장학금 일시지원유형(1학기 지원) 추가 선발 안내,4601
2024-11-19,구세군 자선냄비 자원봉사자 모집 안내,5425
2024-11-19,서울창업허브 공간혁신 세미나(11.27) 참석 및 홍보 안내,5504
2024-11-19,2024 하반기 사랑나눔 장학생 모집안내(사랑의 열매),4639
2024-11-19,KoCACA 창립 30주년 기념 로고 및 슬로건 디자인 공모전 공고문,5034
2024-11-18,편입생의 복수전공 이수에 관한 안내,5116
2024-11-18,2025년도 1학기 국가장학금 신청 안내,5265
2024-11-18,[재공지][대학혁신] 2024학년도 학생상담센터 프로그램 체험수기 공모전 'speak your heart',5377
2024-11-18,서경대학교 직원 채용 공고[신산업분야 지식재산 융합인재 양성사업],34061
2024-11-18,[대플]서경대학교 대학일자리플러스본부 숏폼 콘텐츠 공모전 개최,81900
2024-11-15,2024학년도 동계방학 취업연계중점대학 근로학생 2차 모집안내,46821
2024-11-15,2024 제 13회 유러피언 크리스마스 마켓,5171
2024-11-15,<1388청소년단 : 별하단> 서포터즈 모집,4967
2024-11-15,2025년 한국 중국어과 대학생 중국 어학연수 대상자 선발 안내,5036
2024-11-15,2025학년도 미래건설기술 인재상(차세대인재 대학생부문) 추천 안내,4747
2024-11-15,ISIC 국제학생증 발급비 지원행사 안내,4954
2024-11-15,2024학년도 서경대학교 비전임 교수 추가 초빙공고,30725
2024-11-15,서경대학교 프로그래밍 대회 안내,6247
2024-11-15,2024학년도 제 3회 청소년 디지털미디어중독예방 공모전 신청안내,4958
2024-11-14,본관 버스정류장 회차구간(커피점 앞) 부분통제 및 P1주차장  본관앞  전면통제(수정),5677
2024-11-14,2024학년도 동계 계절학기 시행안내,9790
2024-11-14,학칙 시행세칙 일부개정안 사전 공고,5582
2024-11-14,"세계적인 연출가 ""로버트 윌슨""과 함께하는 대담 및 특별강연, 공개 연기 워크숍 안내",4701
2024-11-14,2024 성북구 안심장비 지원사업 안내,4870
2024-11-14,블록체인 진흥주간 X 웹 3.0 컨퍼런스,4940
2024-11-14,대학 지하주차장(P1주차장) 혜인관 쪽 지상출구 통제,5564
2024-11-13,[대플] 24학년도 졸업생 특화 프로그램 안내,6419
2024-11-13,[대학혁신] 2024학년도 2학기   학부생 참여 안내,4693
2024-11-13,포탈 동영상 수강교과목 관련 안내,449636
2024-11-13,2025년도 에몬스 장학생(17기)모집에 따른 홍보,4513
2024-11-12,[대학혁신] 2024학년도 학생상담센터 설문조사 안내,60216
2024-11-12,[대학혁신]2024학년도 학생상담센터 마음건강 캠페인 '찾아가는 일상회복' 4차 안내,5103
2024-11-12,2024 콘텐츠 인사이트: 상상은 현실이 된다,4830
2024-11-11,2024학년도 겨울 김장봉사 프로그램 봉사자 모집 공고,4905
2024-11-11,2024 도봉문화원 사업 안내,4782
2024-11-11,"2024학년도 전기(2025년 2월) 졸업예정자 부, 복수,융합전공 신청 안내",5432
2024-11-11,『2024년 스트릿 성동 파이터』 안내,4773
2024-11-11,『취업 트렌드와 미래 취업 전망 특강』 장애대학생 모집 안내,4776
2024-11-11,[ 입 찰 공 고 ] 서경대학교 Microsoft 프로그램 연간 사용 라이선스 구입,3384
2024-11-11,2024년 사회적고립가구지원센터 성과공유회 참여 안내,4638
2024-11-11,2024년 학생예비군 동미참훈련3차(이월훈련)안내,5555
2024-11-11,[대학혁신] 「2024 학생참여형 혁신교양교육과정 연구회」 공모  안내(기간 연장),5028
2024-11-11,[알파코] AI 스타트업 Summit 안내,4831
2024-11-11,2024학년도 전기(2025.02) 졸업예정자 졸업요건 제출 안내,11942
2024-11-11,2024학년도 전기(2025.02) 졸업예정자 취업자 졸업요건 면제 안내,13212
2024-11-08,2025학년도 대학수학능력 시험에 따른 출입통제 안내,5043
2024-11-07,[학술정보관] Report 작성법과 학술DB 활용 (학습지원서비스) 신청 안내,5618
2024-11-07,[긴급] 유담관 주차장 진출입 전면통제,4815
2024-11-06,「해양경찰 고마워요! 부탁해요! 수기 공모전」개최 알림,5212
2024-11-06,2025년 상반기 청년 구정체험 아르바이트 안내,6576
2024-11-06,[이석영뉴미디어도서관] 청년예술인 음반제작지원사업 음원발표 쇼케이스 공연 안내,4583
2024-11-06,서경대학교 대학원 직원(계약직) 채용 공고,54932
2024-11-05,2024년 인문100년 및 예술체육비전장학금 일시지원유형(1학기 지원) 선발 안내,5759
2024-11-05,[대플]2024학년도 대학일자리플러스본부 수기공모전 개최,145638
2024-11-05,『2024년 한국해양진흥공사 ESG경영대상』 대회 안내,6301
2024-11-05,"환경부 탄소중립포인트 ""카본페이"" 가입 안내",5207
2024-11-04,[대학혁신] 「2024 교양교과목 아이디어 공모제」 안내,6032
2024-11-04,[대학혁신] 2024학년도 S-Learning Academy 프로그램 특강 안내,4838
2024-11-04,제 24회 윤동주 시문학상 홍보 안내,5636
2024-11-04,국립중앙과학과 대중강연 <11월 별의별 과학특강>,5004
2024-11-04,영암군 <2024 대한민국 한옥문화 비엔날레 개최안내>,4831
2024-11-04,[대플]2024학년도 2학기 진로동아리 진로로드맵 경진대회 안내,51125
2024-11-04,[대플] 기업 및 직무분석 경진대회,54172
2024-11-04,[대학혁신] 「 2024  ‘내 인생을 바꾼 교양 교과목’ 수기 공모제 」 안내,5632
2024-11-04,2024학년도 11월 진로 · 취업 상담 신청,52687
2024-11-01,긴급 경제사정 곤란자에 대한 장학금 추가 지원,5078
2024-11-01,2024학년도 동계계절학기 학점교류대학 수강신청 안내(수시 업데이트),5670
2024-11-01,2024 글로벌 인플루언서 엑스포 의전수행실의 홍보와 인원 모집,5048
2024-11-01,2024학년도 2학기 면학B형 장학금 신청,13550
2024-10-31,「24년 11월중 대사증후군 무료검진」및 신규 희망자 접수 안내,67245
2024-10-31,대학원 학칙 일부개정 공포,4723
2024-10-31,국내·외 콘텐츠 명사 초청 강연 '2024 글로벌 창작위크' 안내,4786
2024-10-31,「2024 미래교육페스티벌X더북데이」,5196
2024-10-31,2024년도 통영시 저소득 대학생 장학금 지원대상자 선발,4299
2024-10-31,[대학혁신] 2024학년도 학생상담센터 2학기 LMS 마음건강 심리교육 프로그램 안내,80373
2024-10-30,[대학혁신] 「2024 학생참여형 혁신교양교육과정 연구회」 공모  안내,7551
2024-10-30,2024년 학생예비군 기본훈련 3차 일정 안내,73248
2024-10-30,[학술정보관] 학술정보관 북큐레이션+전자공학과 작품전시회,5030
2024-10-30,서울권역 대학일자리플러스센터 거버넌스 프로젝트 오프라인 행사 안내,5280
2024-10-30,2025년도 전기공사공제조합장학회 제20기 장학생 선발 안내,4656
2024-10-28,각 군 현역병 모집일정('24년 11월),5790
2024-10-28,[대학혁신] 2024학년도 S-Learning Clinic 2학기  학습컨설팅 안내,4904
2024-10-28,[ 입 찰 공 고 ] [긴급]서경대학교 홈페이지 및 학생포털 유지보수 사업자 선정 재공고,3212
2024-10-24,2024년 독감 예방접종 실시 안내,75615
2024-10-24,[대학혁신]2024학년도 S-Learning Academy 프로그램 특강 안내,5242
2024-10-24,2025년 2월말 퇴직교원 정부포상 대상자 사전공개,5428
2024-10-24,2024년 2학기 이공대학 고위험 연구실 연구활동종사자 특수건강검진 실시 안내,5251
2024-10-23,24학년도 GA4(Google Analytics/퍼포먼스 마케팅) 교육 안내,60592
2024-10-23,제2기 농림축산식품부 2030자문단 단원 공개모집,5451
2024-10-23,DPG AI NoCode Hackathon(@광주) 2024 개최 안내,5275
2024-10-23,2024년 하반기 익산시 대학생 학자금 대출이자 지원 홍보,4452
2024-10-23,"2024학년도 SKON Camp 안내(2학년 및 3,4학년 중 미이수자 필독)",6646
2024-10-22,"2024학년도 서경대학교 CREOS 캠프 안내(1학년 및 미이수 2,3,4학년 필독)",5705
2024-10-22,「2024년 성북구 저출생 극복 콘텐츠 공모전」 안내,4784
2024-10-22,"2024학년도 Dream Camp 안내(3,4학년 필독)",11649
2024-10-22,성북구자원봉사센터 「자원봉사 성장학교」 프로그램 참여자 모집 안내,5000
2024-10-22,[대학혁신] 2024학년도 학생상담센터 재학생 온라인 심리검사(대학적응 및 진로발달) 안내,4887
2024-10-22,강북횡단선 신속 재추진 촉구 주민 서명운동,5158
2024-10-22,2024년 대학의 장애학생지원센터 운영 지원사업 우수 콘텐츠 공모전 안내,4732
2024-10-22,auri International Forum 참여 안내,4980
2024-10-18,2024학년도 2학기 중간 강의평가 시행 안내,5248
2024-10-17,[대학혁신]2024학년도 대학혁신지원사업교직원 정책 연구 공모 안내,5168
2024-10-17,[학술정보관]2024학년도 2학기 교내근로장학생 추가 모집 안내,5394
2024-10-17,[대학혁신] 2024 학생 교육과정 모니터링단(추가 모집),5047
2024-10-17,2024년도 서경대학교 학생연구자 연구환경 실태조사 결과 공개,6462
2024-10-17,"“캠퍼스 속 가을, 나만의 시선으로 바라보다.” 2024 서경대학교 가을 사진 공모전",5395
2024-10-17,APA 참고문헌 작성 및 글쓰기 학습 자료 공유,4876
2024-10-17,"2024학년도 S-Learning Academy: 경제, 재테크 특강_생각해 볼까? 나의 소비 습관",5072
2024-10-16,대학원 학칙 일부개정안 사전 공고,5518
2024-10-16,2024학년도 Career Challenge Campus 프로그램 안내(Dream Camp 대체 프로그램),75173
2024-10-16,2024년 2학기 안산시 대학생 본인부담 등록금 반값지원 홍보,4836
2024-10-15,2024학년도 2학기 중간고사 및 공휴일 보강안내,5446
2024-10-15,[대학혁신] 2024학년도 S-Teaching Innovation LAB 안내,5015
2024-10-14,[ 입 찰 공 고 ] 서경대학교 홈페이지 및 학생포털 유지보수 사업자 선정,3272
2024-10-14,2024학년도 2학기 정기 연구실 안전교육 온라인 과정 실시 안내,5877
2024-10-14,2024학년도 S-Teaching Clinic 참여 교원 신청 접수 안내,5051
2024-10-14,2024년 2학기 안산시 대학생 본인부담 등록금 반값지원 홍보,5020
2024-10-11,서경대학교 직원 채용 공고 [대학혁신추진사업],60899
2024-10-11,2024학년도 2학기 학부 재학생 등록금 추가 납부 안내,5527
2024-10-11,[대학혁신]2024학년도 S-Learning Academy 프로그램 특강 안내,5395
2024-10-11,2024학년도 2학기(11.1일자) 서경대학교 비전임 교수 초빙공고,72797
2024-10-11,[대학혁신] 2024 학생 교육과정 모니터링단(추가 모집),5376
2024-10-10,[학술정보관]2학기 중간고사 기간 중 자유열람실 24시간 개방 및 열람좌석 미발급 행위 계도 안내,5358
2024-10-10,2024년 북한이탈청소년 재학생 선발 안내(아산사회복지재단),4563
2024-10-10,2024학년도 법정의무교육(폭력예방 및 장애인식개선) 실시,10724
2024-10-10,2024년 오산교육재단 귀뚜라미 장학생 선발 안내,5346
2024-10-08,'24년 서경대학교 학생예비군 동미참훈련('23년 이월훈련)안내,73381
2024-10-07,2025년도 대산농촌재단 장학생 선발 안내,4633
2024-10-07,2024년도 서울권역 대학일자리플러스센터 거버넌스 프로젝트,5477
2024-10-07,"은주1관, 은주2관 단수 안내(기숙사 포함)",5477
2024-10-02,[대플]2024년 대학일자리플러스센터 정책 체감도 및 필요도 조사 안내,5650
2024-10-02,2024학년도 10월 진로 · 취업 상담 신청,63578
2024-10-02,서경대학교 대학원 직원(계약직) 채용 공고,71370
2024-10-02,2024 서경대학교 졸업사진 촬영 안내,6560
2024-09-30,2024년 하반기 장학생 선발계획(울산연구원),5142
2024-09-30,[대학혁신] 2024학년도 S-Learning Clinic 2학기  학습컨설팅 안내,5290
2024-09-27,[대학혁신] 2024학년도 2학기  S-Teaching Brown Bag Meeting 안내,5586
2024-09-27,2024학년도 2학기 학부 재학생 등록금 추가 납부 안내,5723
